スレ数,ID,コメント,投稿時刻
170,ID:753gbUIBa,フィギャーは買える時に買っとかないと,2019/01/05 12:52:57
171,ID:q3Vz0hTo0,もう島の外から来た女医者とかイケメン先生も死んでるよね？  時間の流れ違うし,2019/01/05 13:08:35
172,ID:/+JVM30S0,ライザの踏破速度次第だがまだ十年も経ってないだろ,2019/01/05 13:12:11
173,ID:CqPkD/4/0,底にはブラックホールでもあるんでね適当,2019/01/05 13:47:04
174,ID:dippe5jLr,つくしの過去作読むと底にはなにもなくただ戻れないという絶望だけみたいなことありそうで怖い,2019/01/05 13:53:17
175,ID:GB9intXI0,スターストリングスと同じようなオチにはしないだろ多分,2019/01/05 13:55:01
176,ID:kncjjPQud,いくら超特級の遺物を携えているとはいえ、子供が一回の探窟で何千年も解けなかったアビスの謎を全て解き明かすとは思えない。,2019/01/05 13:57:39
177,ID:q3Vz0hTo0,地中って相当気温暑いと思うんだが  平温みたいだね？アビスの中   変なの,2019/01/05 13:57:54
178,ID:B8OJaAoEr,バッドエンドが好きな作者はバッドエンドばかりになるからね   ハッピーエンド好きな作者は無理にでもハッピーエンドになるし,2019/01/05 13:58:29
179,ID:2BWOd/rbM,θωθわかんね？力場だよ,2019/01/05 13:59:33
180,ID:vmcjMY/SM,>>178  わかんね？力場だよ,2019/01/05 13:59:48
181,ID:EOymnwqUd,>>178  わかんね？力場だよ  なお同様の理由で太陽光も差す模様,2019/01/05 14:01:30
182,ID:I9pPO2Wh0,>>172  あの女医（ほんとは薬師）は、つくし卿の他作品からのゲスト出演  そんで、不老不死だかアンチエイジングの術だか使ってて、何年経っても  見た目が変わらないという設定らしい   だからたぶん、リコたち側の時間経過を踏まえてもまだ健在…かも,2019/01/05 14:04:25
183,ID:mEXUKGRQ0,わか力,2019/01/05 14:04:44
184,ID:omjLDUWj0,とりあえずガンギマリナナチ予約してきた,2019/01/05 14:05:54
185,ID:1VAYVXMp0,釣りキチナナチは良いナナチだよ,2019/01/05 14:12:44
186,ID:q3Vz0hTo0,仮面卿ってどこまで潜ったことあるんだろうね  ８層いってんのかね,2019/01/05 14:14:01
187,ID:bXCL0IZ3r,コラボカフェでほんのりヨーグルト味のマルルク汁飲んできた  つくし卿の直筆サイン入り皿も飾ってあったよ,2019/01/05 14:16:56
188,ID:kncjjPQud,レグマントに付いてるヒラヒラが干渉器の装飾と同じだった、昨日映画見て初めて気づいた。,2019/01/05 14:30:50
189,ID:UcOCXA4t0,>>176  スターストリングスのオチ残酷だよなぁ  あれはつらい,2019/01/05 14:42:12
190,ID:B7J6F4ez0,スターストリングスよりってそんな暗いオチだったっけ？  むしろ希望に溢れた終わり方だった気がするけど,2019/01/05 14:45:45
191,ID:m70V23aZK,そうか？星によっては楽しく滞在出来そうな気がするぞ（行き先は保証されていないが,2019/01/05 14:45:49
192,ID:lkjsNdEl0,旅立ちの夜明けはどこまでいくんや？  ミーティ葬るんか？,2019/01/05 14:47:39
193,ID:Cwdnvzd0a,てかスターストレングスとは旅に出た動機が違うんだし同じオチになりようなくない？  >>175みたいになってもアビスの底で死ぬまで楽しくサバイバルしていそう,2019/01/05 14:48:34
194,ID:GB9intXI0,オレはようやく潜りはじめたばかりだからな  このはてしなく深い深淵（アビス）をよ…   スターストリングスよりみたいなオチだとこうなる,2019/01/05 14:48:54
195,ID:v3ozKYGe0,でも全貌が明らかになると一気に憧れが消え失せて事実に絶望する物だよ,2019/01/05 14:50:50
196,ID:q3Vz0hTo0,まあヲチはつまんないだろうねえ  エヴァや進撃の巨人のようにさ   謎で引っ張ってるタイプの作品だとそうなる,2019/01/05 14:53:25
197,ID:4Q11zSe50,進撃の巨人終わったの？,2019/01/05 14:54:28
198,ID:2BWOd/rbM,巨人の謎云々はもう解決済みでもう人対人の話になってるよ  最近は内紛だし,2019/01/05 15:00:10
199,ID:kncjjPQud,えー 進撃面白いだろ,2019/01/05 15:09:35
200,ID:QO6HrCUt0,コラボカフェいろいろやってるけど  ねりたんたんよりヤドネ食べたいですよね,2019/01/05 15:10:28
201,ID:ZNgYLYGK0,ヤドネは6層だからな  黎明の次の映画のコラボカフェには出るのかもしれない,2019/01/05 15:21:14
202,ID:AJDeRi6Bp,>>202  ヤドネの近縁種は二層にもいると言っている  レグには懐いてたがその後リコさんに食われたかは不明,2019/01/05 15:22:33
203,ID:AJDeRi6Bp,>>194  「彼らが地上に戻るのは数百年後の事でしょう」って同人版に書いてあったからそこまでは考えてるんだろう  まあ転生オチも想像に難くないが,2019/01/05 15:25:03
204,ID:5lDpFc5d0,前スレでいるブルの文字の意味（村5割ゆりかご4割母1割）からイルミューイの願いを推察してたの見て  複雑な意味を表す表意文字が最初にあって、イルミューイの慣れ果てに当てられたんだと思ってたけど  複雑な願いを慣れ果てとして形にしたものを、絵にしてその願いを意味とした象形文字が悠遠の文字なのかな？  それならイルぶるの意味がイルミューイの願いとして読んでもおかしくないし読みがイルぶるなのもイルミューイの変形っぽく思えるな  欲望の揺籃を大人が上手く使えないのは欲しいものや成りたいものが多すぎて霧散するのかな,2019/01/05 15:25:15
205,ID:AJDeRi6Bp,>>178  下から冷気が上がって来てて寧ろ寒い,2019/01/05 15:26:46
206,ID:AJDeRi6Bp,>>120  喪女線  モテカワメイクだよ,2019/01/05 15:31:40
207,ID:O5ej+r7a0,>>190  ちゃんと読んだ？  あれを残酷とかさ,2019/01/05 15:34:57
208,ID:v3ozKYGe0,>>207  矛盾してね,2019/01/05 15:37:20
209,ID:OFwe3LZX0,甘い脂のヤドネ焼き食べたいですね   >>209  ガード下げてパンチ誘うスタイルだよ,2019/01/05 15:40:58
210,ID:Cwdnvzd0a,>>208  ぶっちゃけ人によると思う  希望を求めて旅を続けるエンドにも過酷な旅を続けなくちゃいけないエンドにも見えるだろう,2019/01/05 15:41:08
211,ID:q3Vz0hTo0,３賢が来たのは数千年前？  それまで３人が生きていたのかそれとも時間の流れが違うだけで数十年なのか？,2019/01/05 15:42:28
212,ID:akQgYK5bK,>>183  アンチエイジングって大事よね…わかるわ…,2019/01/05 15:48:40
213,ID:ecfxgjtzr,アビスマフラー（2000とパンフ（800買うか迷う。  スタッフノート売り切れてた。,2019/01/05 15:58:59
214,ID:q3Vz0hTo0,健康的な生活をするのが一番の長寿の秘訣だよね   大食、寝不足、運動不足  だめ、絶対,2019/01/05 16:04:42
215,ID:xKKVmgN30,>>199  個人的には人対人になってからの方が面白い,2019/01/05 16:21:59
216,ID:tNJJ/qZiM,スターストリングスよりは絶望の中に僅かな光を残すオチがつくし卿らしくて良い,2019/01/05 16:45:15
217,ID:mEXUKGRQ0,メリーバッドエンド,2019/01/05 16:52:09
218,ID:+Z9XPdow0,アマゾンプライムでその内配信しないかなぁ  やってる映画館が近くに無いんだよな,2019/01/05 16:54:19
219,ID:78drKe6w0,配信など無用！  特典つき円盤はよ！,2019/01/05 16:56:11
220,ID:753gbUIBa,カジャの香り付き,2019/01/05 17:07:14
221,ID:p5MTOLGJr,>>217  何と比べてだよ,2019/01/05 17:26:33
222,ID:u4xjO/ZJd,よりまでがタイトルですよ,2019/01/05 17:28:39
223,ID:Cwdnvzd0a,ネタなのかマジなのかわかんないレスやめーや,2019/01/05 17:31:43
224,ID:SfpHyqOyp,わろたw  タイトル勘違いか,2019/01/05 17:35:01
225,ID:w9IuFHaq0,一瞬未来人の書き込みかと思ってから納得した,2019/01/05 17:49:21
226,ID:q3Vz0hTo0,そこに降りる頃には世界は一巡してそう,2019/01/05 17:54:37
227,ID:DgWCoyvcd,>>217  いや微妙に希望が残っている方がきつくないか？  あの終わり方だと、どこかに人がいるかもしれないって可能性を残すだけで結局は解決してないからな,2019/01/05 17:57:24
228,ID:qX2jkZ6r0,終わりのない希望を持たせた方がある意味残酷かもね  アビスは底についても絶望しかなさそうだけんど,2019/01/05 18:01:13
229,ID:q3Vz0hTo0,ちょっとだけ違う世界,2019/01/05 18:05:59
230,ID:ecfxgjtzr,タロイモって,2019/01/05 18:13:41
231,ID:ecfxgjtzr,すまんミスった。,2019/01/05 18:13:58
232,ID:S31htKQz0,イルミューイの子が成長したらシュレカカさんみたいになりそう,2019/01/05 18:28:30
233,ID:0CDc9YWcM,タロイモ食べてみたい,2019/01/05 18:31:18
234,ID:5KWH7Z5Ra,サトイモもタロイモの一種なのか  いっしょに奴らを…煮っ転がしにするそす,2019/01/05 18:49:41
235,ID:ZNgYLYGK0,タロイモーがイチモツを披露した,2019/01/05 18:53:56
236,ID:inJsafGY0,少し遅れての煮物での正月か,2019/01/05 18:55:32
237,ID:ecfxgjtzr,いやなに、リコたちが乗ってた巨大ねずみの荷車に乗ってたのタロイモなんだなーって。,2019/01/05 19:11:31
238,ID:e6Q3gZrt0,喫タロイモ,2019/01/05 19:22:44
239,ID:OKpxsX/O0,ワズキャンが黄金郷と呼ばれた地獄になれはて村を作ったように  たとえアビスの底に何もなくてもリコなら何かを作ってしまいそうな気はする,2019/01/05 19:52:01
240,ID:tJTWLm+/a,リコさんは遺伝学上の問題で作れるのはご飯だけっぽいが  ただアビスの底を更に掘るような破壊活動ならできるかも,2019/01/05 19:55:33
241,ID:SsptWKjVr,彼女は遺物によって命を繋ぎ止めた  リコは遺物によって動き出した  まだ出てないだけで遺物による副作用がリコにあるかもしれないんじゃない？  そもそも呪いよけが嘘だった時点で動き出す以外ほんとうのことがわかってないし。  呪いよけの籠って結構なブラックボックスじゃない？,2019/01/05 20:15:54
242,ID:LaoxOIZS0,いや待て  さっきからタロイモ言ってるが  ひょっとしてそれはマゴイモなんじゃないか,2019/01/05 20:18:51
243,ID:OKpxsX/O0,ボ卿編今月中に公開ってマジ？  流石に違うよな？,2019/01/05 20:22:21
244,ID:gGZNCohcM,>>242  副作用はメガネを取ると頭痛が起こるってやつじゃないのか？,2019/01/05 20:23:52
245,ID:qX2jkZ6r0,既に上昇負荷を受けた状態ってのやな  リコちゃんは他の人より負荷を受けやすかったりしてね,2019/01/05 20:26:45
246,ID:SsptWKjVr,>>245  ジルオ曰く、アビスの呪いやん？  リコが何層で生まれたか分からんけど、激しい頭痛程度なら1-2層の後遺症なんじゃないかと。,2019/01/05 20:29:21
247,ID:gGZNCohcM,>>246  そうだわ 勘違いしちゃった,2019/01/05 20:30:04
248,ID:SsptWKjVr,連投すまん  >>246なら、祝福も受けやすいってこと？,2019/01/05 20:30:40
249,ID:a/Wpt8pz0,何らかの形で地上に帰還できる話にはなるかなーと思ってる  でもオースの街や地上は・・・ってなるか　絶望的状況を打開して地上へ帰還する道が見えた　って所で終わるか   それよりライザとの再会イベント(多分ある　となんの根拠もなく確信しているが）でまた何かやってきそうで怖い  つくしのことだからまた心を抉りにくるに違いないと思っている,2019/01/05 20:32:46
250,ID:9BZLDrMU0,目が見えすぎても頭痛がするっていうからもしかしたら千里眼とかの祝福かもしれない、なんてな,2019/01/05 20:32:50
251,ID:Cj1916M20,読解力無いからベラフの台詞の意味が>>240のおかげでやっと分かった,2019/01/05 20:33:05
252,ID:Ssp428B70,>>179  ニビンが頭おかしくなってシドニアをハッピーエンドで締めたみたいにつくしにも転機が訪れるかもしれないぞ,2019/01/05 20:53:20
253,ID:m70V23aZK,呪いの可視化あると思ってたらまさかの嗅覚だったが、よく考えたら鼻と眼の奥は繋がってんだよな  リコさんは視床下部あたりに奇形があるとか言われても納得するわ,2019/01/05 21:00:22
254,ID:gSiINGKP0,日本語でおｋ,2019/01/05 21:03:00
255,ID:/UDhAh0la,総集編の公開日が決まってから半年くらい経ってるので、新作の公開日は半年以降先の気がする,2019/01/05 21:09:29
256,ID:5f1bAuYZa,ヴェコさんのいた目の奥は鼻の穴だった可能性が微レ存,2019/01/05 21:11:15
257,ID:SsptWKjVr,夏やすみにボン出したほうが若年層取れるし夏じゃないか？   劇場版告知は昨日だけど続編への動きは17年11月の続編決定とともに動いてる。  劇場版にリソース注ぎつつその設定とスタッフまんまでリソースを新作にシフトさせていったほうが楽だし。ラジオも不定期更新にしたままのほうが告知少なくなるし。  プロデューサーが森川さん（ボ役）をラジオに出すためにスケジュール調整頑張ります言うてるし、森川さん出すと同時期に公開日指定とかのほうがわかりやすそう,2019/01/05 21:19:09
258,ID:qX2jkZ6r0,リコちゃんも箱の力で生き返ってるけど副作用で力場の中心が判る？ようになって力場が見えるようになるやも！  目が悪いのは地上で負荷を受けた状態だったからだし  箱で生き返ったけど4層から運んでる時に負荷で死んでまた生き返ってたり  そしたら祝福が何らかの形であってもいいよね,2019/01/05 21:21:02
259,ID:C+TT80ALa,>>256  メインキャストはまだ収録してないって今日トークショーで語ってたからまだ公開は先な気がする,2019/01/05 21:22:38
260,ID:m70V23aZK,>>255  眼のせいで頭が痛い  →頭痛はほとんど脳の血流の問題  眼の奥と鼻は繋がってる  →『もあもあ』を感知する所もそこ   →リコさんの眼の異常は眼に限らず脳の底部あたり全般に何かあるからか？,2019/01/05 21:28:27
261,ID:qnxCxzUb0,vsボ卿はドラゴンボールみたいになりそう,2019/01/05 21:32:33
262,ID:mEXUKGRQ0,ボボボンボボン ボボボンボボン  ボボボンボボン ボボボンボボン   プルシュカ～↑,2019/01/05 21:37:09
263,ID:O76pdE+f0,ちょっと笑った,2019/01/05 21:40:59
264,ID:B8OJaAoEr,ボ戦は映画でやってほしー,2019/01/05 21:55:50
265,ID:bhhb94e30,go！go！ボ卿go！   凄いパワー！！,2019/01/05 22:05:24
266,ID:ntoXq7Ny0,干渉器の面子とレグがギザキザのオスメスみたいなのはどういう意味なのかね？,2019/01/05 22:12:46
267,ID:AJDeRi6Bp,>>254  最初にやってたのはプルシュカなんだが,2019/01/05 22:16:25
268,ID:OFwe3LZX0,リコを奇形ゾンビ扱いするために原作を歪めるのが価値の者だよ,2019/01/05 22:19:15
269,ID:m70V23aZK,言葉が足らんかったな  要するにアビスの力場なり呪いなりに反応するのが脳ないし視床下部かもしれない。リコの眼と頭痛はあくまでその発露か？って仮説  リコはそこに始めから疾患なり奇形なりを抱えていて、プルシュカが偶然気付いた感覚をあっさり体得出来たのかもしれない,2019/01/05 22:23:12
270,ID:d1owoXEV0,小学3年生くらいの女の子が両親と一緒に映画観に来てたよ  レグはち〇ち〇連呼するしお目当てだったであろうナナチは出てこないし散々だっただろうな,2019/01/05 22:25:58
271,ID:OFwe3LZX0,後編が楽しみですね,2019/01/05 22:27:57
272,ID:qX2jkZ6r0,メイャをくんかくんかすると力場が見える  オーバード級じゃないですか！,2019/01/05 22:30:41
273,ID:HMd1hCyI0,プルシュカはかわいいなあ,2019/01/05 22:35:33
274,ID:D21ruEvR0,>>270  それじゃプルシュカは自分以外は失敗する可能性がある危険行為にリコを付き合わせたガイジじゃないか  ボ卿でももうちょっと慎重だろ,2019/01/05 22:42:03
275,ID:m70V23aZK,スクリーンでスパラグモスやギャングウェイなどを披露する黎明卿、楽しみですね  あの厨二ネーミング遺物は絶対映える。間違いない,2019/01/05 22:44:14
276,ID:PIHdHzWsM,劇場版良かったよ。音響が違うと印象もふかくなるものだな。,2019/01/05 22:56:39
277,ID:PIHdHzWsM,二時間ぶっつづけのおさらいがかったるいのは否定できないが,2019/01/05 22:57:43
278,ID:MBxgwm7v0,都会住みの成れ果て羨ましい…そす…,2019/01/05 23:01:11
279,ID:2vkvmwMU0,>>271  順番ですよ慌てないで,2019/01/05 23:01:28
280,ID:Oyl/PSBR0,>>265  映画でやるんだろ   前にアニメ終了間際にボ卿戦は尺的に映画だろ、てかレグのお姫様抱っこでナナチ救出シーンは劇場でぜひ見たい！と言ったら  そんな予算はあるわけねーよバカかとこのスレで叩かれたのが懐かしいな   あのとき騒いでたの息してるぅ～,2019/01/05 23:11:20
281,ID:uXe1DJTA0,結局新しく追加されたとこ最初と最後しか分からなかったな,2019/01/05 23:11:21
282,ID:akQgYK5bK,オープニング  「ミーティのことかぁぁああ！んなぁぁああ」  CM  「ミーティのことかぁぁああ！んなぁぁああ」  エンディング,2019/01/05 23:20:51
283,ID:GB9intXI0,なんでボ卿はわざわざ技名みたいに遺物の名前を言うのか,2019/01/05 23:26:36
284,ID:Oyl/PSBR0,>>228  最後糸の先の少年視点なかったっけ  その視点が読者の立場と重ねて君に会う運命の人がどこかで今も頑張ってるよってのがいいんじゃない、と思うのだけど   それはともかくとして、あれを現実に照らしあわせて例えると転職や独立の話よね  自分を信じて夢を持って旅立てる人にはあれは勇気づけられるラストに見えるし  自分をきちんと客観視できて自分の実力がわかってる人には危うげに見えるし  現状に不満を持ちつつ何もできない人には不安さえ感じるかもしれない,2019/01/05 23:31:08
285,ID:rhn8edsD0,技名を叫ぶとカッコいい,2019/01/05 23:34:01
286,ID:N3PaQBV1d,ギャングウェイ！と言うセンスすき  主人公っぽい,2019/01/05 23:37:07
287,ID:m70V23aZK,>>283  そんな火葬砲と明星へ登るをﾎﾟｰﾋｰしながら尺稼ぎするアビスは嫌だｗ,2019/01/05 23:37:36
288,ID:XmX+QOUx0,>>271  嘘松やめーや,2019/01/05 23:38:35
289,ID:Oyl/PSBR0,>>271  俺も小学3年くらいのときに親戚のおじさんに裸足のゲン(アニメ)とアキラと火の鳥(大和編)とザ・コックピット観せられてしっかりトラウマになったけど  それだけに大人になった今でも覚えてて思い返すといいアニメだったなあと思えるので大丈夫,2019/01/05 23:38:54
290,ID:w9IuFHaq0,テイルズオブボンドルド,2019/01/05 23:50:45
291,ID:d0UXtS7d0,>>286  病的なまでのアビス大好きマンだから  遺物の１つ１つにも愛着があるんだろう  武装してる遺物は特にお気に入りだろうから  使用する度に愛を込めて遺物の名前を口に出す,2019/01/05 23:51:01
292,ID:A4ultoRaM,結局今日観てきた  勘違いもあるかもだけど気づいた変更点挙げてみる   ・リコ汁の色が変更されて奈落シチューと似た紫色になってた（元の茶色だと普通に美味しそうでレグの度し難いっていう第一印象と描写がズレてたから変更？）  ・火葬砲でリコをさらっているナキカバネが方羽を撃ち抜かれるシーン及びナキカバネの断末魔追加  ・オーゼンとレグの戦闘シーンがちょこちょこ変わってた  →最後にオーゼンがレグを踏み潰すシーン差し替え  →このスレで他の人も指摘してたけどリコが殴られる前の走り方変更  →マルルクが出て行く時の動きも違った気がする（？）  戦闘シーン変更は他にもありそう   あと当然だけど尺調整に合わせて流れる音楽変更  →初めてレグを見つける時のBGMは無しに  →オーゼン初対面後の部屋での会話シーンの音楽変更  →オーゼンと階段を上がってる時は新規BGM（多分？）  BGM変更は他にもけっこうありそうだけど覚えてるのはこれだけ    他にも観てる時はけっこうな数の変更に気づいた気になってたけど、今本編見返して答え合わせしたら気のせいだったのが多かったわ,2019/01/05 23:51:08
293,ID:Oyl/PSBR0,>>293  アニメ放映中は原作派から結構不満のあった(俺は特に不満なかったけど)オーゼン戦闘シーンがリニューアルしてそうで期待大,2019/01/05 23:57:31
294,ID:Hi8HIO4S0,>>282  全体を俯瞰するカット多かったろ  特にオーゼン戦のとこ  テレビ見直さないと確証ないけど、少なくとも風車・オーゼンと会う際のゴンドラ俯瞰・生存訓練前のシーガーキャンプ階段とかあったし、  ジルオが訪ねてリコがドアを開けるカットとかあったっけ？リーダーがライザ思い出すときの表情とか細やかになってる気がする。気のせいかもしれんけど。  あと記憶違いじゃなければレグの腕の金属色が目立っていたような？あとは作画枚数増えてるか補完あるんじゃないかな？リコの動きすごいし。   まあ予算の半分を音響に注いだって言うし、ケビンの新曲と齋藤さんの新録あるし、音のほうが変化あったんじゃない？ベニの擦れる音とかリーダーが歩くときの音とか。,2019/01/05 23:59:16
295,ID:5NZOlANs0,アニメの原生生物の作画ちょっと苦手なんだけど、それは変わってる？,2019/01/06 0:00:39
296,ID:md8g/wKa0,>>293  断末魔とリコの必死な走り方良かった。  ナキカバネ戦はMaulで緊迫感あった。  オーゼンとの最初の会話（青笛渡す前後）はroar of the abyss の編集版っぽかった,2019/01/06 0:05:46
297,ID:YV8QTny20,>>296  基本的にはそのまま,2019/01/06 0:06:52
298,ID:7gmFOt0l0,>>296  それは変わらなかったと思う,2019/01/06 0:10:33
299,ID:mv9x7a1DM,>>153  それならリコはレグのハクじゃなくてファプタのハクになりそう。  犬のレグがロボのレグならレグのハクでもわかるけど。,2019/01/06 0:18:07
300,ID:Qg7NmysW0,ミーティがなれ果てになる時の感覚どんな感じなのかな  痛いって言ってるから全身を針で刺される感覚なのか  火で炙られて焼ける痛みなのか  それともフッ酸を浴びて骨の神経まで侵される痛みか,2019/01/06 0:21:41
301,ID:vnf6RT5n0,頭抱えてるし殺してって言うぐらい気狂いしてるから群発頭痛か歯の神経にフッ酸塗るとかがが近いかもね,2019/01/06 0:42:23
302,ID:Q7Cccbm40,舞台挨拶行ってきた。  いろんな貴重な情報があったけど、  「ここだけの話ですからね」と言われなかったもので、  一つだけ。   prskの声を誰が当てるのかは、主役の3人はもう知っている。,2019/01/06 0:54:22
303,ID:7gmFOt0l0,主役の3人が知ってても別になぁ  それを言ったらレグ役の人はレグの正体知ってるし、ナナチ役の人はナナチ（成れ果て前）の性別知ってるぞ,2019/01/06 0:58:16
304,ID:BBq7IvVn0,メレが「もにっ」って言うシーンはSEか声優どっちなのか気になる,2019/01/06 0:58:21
305,ID:T5aTD4tk0,発売日を発表する日を発表しますみたいな微妙な情報やな,2019/01/06 1:00:03
306,ID:b0egeG/f0,>>301  知覚過敏とかならともかくフッ酸かけられた痛みで例えられて分かる人いないのでは  それはともかく全身が変形しているということで、捻られ、引きちぎられるように全身の肉を抉られながらあらゆる関節を極められる痛みを感じ、かつ直接脳にも血圧の昇降による激しい頭痛があり得ますよね,2019/01/06 1:02:59
307,ID:FwitEmCAM,6層の話は地上波が難しいならアマプラとかネトフリでやるのもありだな,2019/01/06 1:21:57
308,ID:qZnvhP5H0,>>303  プルシュカはどうせツンデレロリな声やろ  ツンデレロリで検索かけたら釘宮理恵と出てきた  ざっと今確認したけどちょうどルイズあたりが脳内プルシュカボイスに近いかも   という話題に水を向けること以外何の情報にもなってないやんけと>>304>>306見て気付く  一生懸命脳内ボイスと近い声探した時間をかえせ,2019/01/06 1:37:37
309,ID:CsfE/1pQ0,>>284  「こっち側だからですよ。リコ君もそうですよね？」,2019/01/06 1:50:08
310,ID:YV8QTny20,必殺技は繰り出す前に技名を叫ぶのがお約束だからですよ,2019/01/06 1:51:17
311,ID:CsfE/1pQ0,>>290  俺のトラウマは銀河鉄道999,2019/01/06 1:51:58
312,ID:/zvnzYTMd,気合い×技名＝破壊力,2019/01/06 1:52:06
313,ID:Qg7NmysW0,ねえ、今何か叫んだよね？  なんて叫んだの？遺物の名前？  遺物の名前をまるで技名みたいに叫んだの？？,2019/01/06 1:52:21
314,ID:qZnvhP5H0,>>304  えっ、てゆうかさらりと言ってるけど、めちゃくちゃ重要なこと言ってるじゃん   ナナチの成れ果て前の演じ方からいって女性の確率高くなるし  レグの"正体知ってる"ってことは、これまで出てきた人物に関わってる可能性かなり高くなるじゃん！,2019/01/06 1:58:22
315,ID:5TW0JwWV0,（｜）　＜　音声認識にすると、両手がふさがっていても稼働できて有用なんですよ  （なお、稼働後に競売名を呼んだり、無言で稼働したりする模様）,2019/01/06 1:59:31
316,ID:w7X/WvZg0,ただかっこいいからですよ、かっこいいですよね,2019/01/06 2:01:31
317,ID:qZnvhP5H0,ネームドは命の紋の共鳴  名前を叫ぶことで遺物に隠された「真なる役割」を引き出す力を持ちます  悪いものではないでしょ(言い訳),2019/01/06 2:09:53
318,ID:p0J1cl1B0,レグが火葬砲を撃つ度に技名を叫ぶように強要し始めるやはりあちら側のリコさん,2019/01/06 2:20:58
319,ID:S6kyXQh+0,ビーム撃つ度に白笛をピーヒャラ吹き鳴らしてたらカッコ悪いじゃないですか,2019/01/06 2:24:09
320,ID:fKBdIe2dp,プルシュカがリコさんのヨダレで…  はおお…すごいべとべと！,2019/01/06 2:42:59
321,ID:0iRtxq6Y0,>>296  でかいスクリーンで見るとカバのクレヨンみたいな描線の違和感がハンパねぇ,2019/01/06 3:06:48
322,ID:F7pNYEwN0,火葬砲(インシネレーター)をさらっと思い付くリコサンのアビス力の高さと言ったら,2019/01/06 3:10:52
323,ID:cL95VOnCM,アビスの申し子だからな,2019/01/06 3:13:49
324,ID:K4/hJfg/0,ファーカレスの動きをどう描くかに期待,2019/01/06 3:22:13
325,ID:Ys5zwe570,リコの命、レグ棒、ナナチのふわふわ、プル笛、メイニャ  ここまでリコさん隊の全員がアビス製＝メイドインアビス  そしてファプタも恐らく欲望の揺籃から産まれたアビス製  仲間が増えるよ！度し難いいね！,2019/01/06 3:56:40
326,ID:latEw2kM0,>>301  全身からの出血及び急激な発毛及び全身に及ぶ骨格の変形（頭蓋も含む）とそれに伴う筋肉の伸縮による痛み、そして人格や言語、思考などの喪失＋不死化（無限再生タイプ）  文章にするとキッツいな…度し難い,2019/01/06 4:11:20
327,ID:1ozvlkFC0,リコ･･･誰だっけ,2019/01/06 4:12:11
328,ID:KnAWKPDnr,>>323  火葬砲ってインシネレーターと読むんだよなとわかってはいるけどつい「かそうほう」って読んじゃう  と思ったらレグの台詞で「か…火葬砲の眠気で限界だ」というのがあった  レグもかそうほうって読んでるのか？  インシネレーターと厨二読みしてるのは作中でリコサンだけだったりするのか？,2019/01/06 4:22:44
329,ID:0iRtxq6Y0,無尽槌はみんなブレイズリーブ呼ばわりで誰もむじんついとか言わないけど  尽きない火薬はピースフォビアと呼ばれないとかあるし  だいたいノリだろう,2019/01/06 4:27:04
330,ID:3Ur8OPcH0,>>315  え？ナナチって女やろ？  レグを異性としてめっちゃ意識してるやん  ああここはホモありなんか？,2019/01/06 6:51:14
331,ID:CysOeoYU0,あのカタカタ語を併記するやり方は以前の担当編集者の好みだったと言ってたな,2019/01/06 6:56:58
332,ID:SmKfVhKod,>>331  おやおや、ここは初めてですか？仕方ありませんね,2019/01/06 7:15:19
333,ID:fCgO8yMId,>>332  まぁバトル漫画って漢字プラスふりがなは厨二ネーミングみたいなの多いしね  かっこいいだけじゃなく技の特徴なんかが分かりやすいってのもあるかと,2019/01/06 7:26:28
334,ID:R+pwR6Ud0,アニメでもインシネレーターって言ったの最初だけで後はリコもレグも火葬砲って呼んでるしな  つくし卿ががっつり制作に関わってるし原作も同じだろう,2019/01/06 7:28:57
335,ID:yUmq9KDk0,ユアワースの原料は分かったけど結局どうやったら作られるんだ？  素材になるヒトが6層の呪いを受けて死なないといけないとかかな？,2019/01/06 7:48:41
336,ID:q8iIdtpT0,>>331  作者の性癖がドシガタなので　そうすると当然ここも自然と　集まる　よね  嫌いな人もいるしスレのテーマ？とは違うから自重してくれてるっぽいけど　溢れちゃう！人も多い,2019/01/06 7:59:27
337,ID:fCgO8yMId,つくし先生はナナチは男でも女でも受けとり手の判断に任せるみたいなことをツイッターでおっしゃってた気がする,2019/01/06 8:04:10
338,ID:jQL7xstA0,その割にはリコにもンナーしてるし両刀？,2019/01/06 8:11:27
339,ID:DPsD7pjqa,>>331  ここのハテ達にとって性別など些細なことそす。むしろついてた方が興奮するハテもいるそす  ナナチについてはオスナナチ説、メスナナチ説、ふたナナチ説、総排泄孔説、色々あるそす  解釈は人それぞれなのでどれでも好きな説を支持するといいそす   ちなみに僕は復乳メスナナチ説が好きそす。乳首は６つが理想そす,2019/01/06 8:26:12
340,ID:3Ur8OPcH0,ワイが浅はかやったわ  スマンの,2019/01/06 8:33:58
341,ID:5mqzt5P30,なんＪのノリをなんＪ以外で使っちゃう奴は以下略,2019/01/06 8:35:13
342,ID:U64QSi5I0,ナナチの中の人にはバラしてる訳だしつくし先生の中では  性別設定はっきりしてるんだろうけど  ケモナー同人勢とかに気を使ってるんでしょうな   まぁミーティやメイニャや村の成れ果て勢見るに  性別なんて残ってないやろってのも多いし、なれ果て前のナナチ本人が  思春期前の子供で性別というものにさしてこだわりなさそうだったのもあって  今は無性ってパターンも考えられるし,2019/01/06 8:36:19
