スレ数,ID,コメント,投稿時刻
166,ID:56HzTYE+a,いつか喫ナナチが実行される日は来るのだろうか   ベラフ「さきっちょだけだから！」   >>165  探窟家なのにriser、これ如何にｗ,2018/12/16 16:33:37
167,ID:Q6yhZqZX0,ストローみたいにさきっちょから吸うのか,2018/12/16 16:34:59
168,ID:g43ZJ+0u0,ベラフやめるのだ、そこはウンチを出し入れする穴なのだ,2018/12/16 16:37:17
169,ID:hGDj8T2sd,入れ…？,2018/12/16 16:55:37
170,ID:jTeBCnR90,リコさんのンコさんをナナチに移植すればメンタル最強のパーフェクトナナチになるのでは,2018/12/16 17:21:35
171,ID:UAWvT1+4a,黄金卿の黄金は特級異物だった？,2018/12/16 17:33:59
172,ID:Zt9yCBuja,もて余してるからレグの取れた手も引っ付けようぜ,2018/12/16 17:48:41
173,ID:Ni6O871Za,お前らはナナチをどうしたいんだよ,2018/12/16 17:51:26
174,ID:y16936ii0,妻,2018/12/16 17:56:41
175,ID:hGDj8T2sd,新妻ナナチ,2018/12/16 17:59:42
176,ID:jZSQPAvnd,子作りナナチ,2018/12/16 18:01:01
177,ID:f4SECVmY0,この全身でナナチを感じたい,2018/12/16 18:04:09
178,ID:yZnK/6Gfp,夜這いナナチ,2018/12/16 18:10:26
179,ID:g43ZJ+0u0,この街の話が終わってもナナチが無事にリコさん達と同行出来ますように  もしくはミーティと仲睦まじくスピンオフが出来るような展開にとつくし卿に祈願してる,2018/12/16 18:24:26
180,ID:KTSkhguoK,なんかエロゲのタイトルみたいになってんだけど,2018/12/16 18:27:46
181,ID:yZnK/6Gfp,ナナチ計画,2018/12/16 18:34:05
182,ID:c/bPGF+F0,ハァ…ハァ…ナナチ？,2018/12/16 18:40:31
183,ID:Zt9yCBuja,恐るべきナナチ達計画,2018/12/16 19:24:10
184,ID:idffOHOGr,ミーティが増やせるならナナチもふやせるんだよな‥‥？,2018/12/16 19:28:27
185,ID:Q6yhZqZX0,ではあなたの全身……でも足りなそうですね,2018/12/16 19:29:12
186,ID:sjloyplI0,増えるナナチ,2018/12/16 19:29:12
187,ID:yZnK/6Gfp,ナナチ買い,2018/12/16 19:34:04
188,ID:dCGxh34Jr,冬の布団の中震えながら寝てる所におもむろに入ってきてぎゅーってしてほしい  朝目が覚めると「んなぁ～」って寝言言ってるナナチをぎゅーってしたい,2018/12/16 19:50:05
189,ID:b8tk0TlFK,家畜王ナナチ,2018/12/16 19:50:09
190,ID:idffOHOGr,腹の脂肪と顎の脂肪を対価にナナチお願いします,2018/12/16 20:09:49
191,ID:xRPlE5yj0,最新話の更新、あと４日のつもりでいるけど待ちきれないぞ  もっとも、ベルセルクの『蝕』を待つ気持ちというのも妙な感じだけど   聖人だったベラフが、いかにしてあの変態ムカデに成れ果てたのか  大きな信頼を寄せていたであろうヴエコさんが、ベラフの家を案内した後に  見つかったらおしまい的な恐怖心を見せていたので、余計に何があったのかが気になる  単にヒト時代では押し隠してた性癖なのかもしれないけど,2018/12/16 20:10:40
192,ID:dCGxh34Jr,フロムゲーにシャドウタワーって有るんだが設定がかなりアビスっぽい  上昇負荷は無いけどな,2018/12/16 20:23:54
193,ID:O8vradzA0,>>193  難易度クソすぎて気軽にお勧めできないゲーム,2018/12/16 20:29:59
194,ID:b8tk0TlFK,ミスタードリラーってゲームとバブルボブルってゲームがアビスっぽい  深く深く潜っていくゲームそす,2018/12/16 20:58:52
195,ID:Q6yhZqZX0,ミスタードリラーは上昇負荷あるよな,2018/12/16 21:02:46
196,ID:dcAnZE9X0,ライザとレグの出会い～レグとリコと出会いを描いたライザスピンオフ・ムービー！   『メイドインアビス・ライジング』,2018/12/16 21:28:28
197,ID:dcAnZE9X0,>>169  バカボンのパパかよっ,2018/12/16 21:31:19
198,ID:yz4Ro5rRp,>>193  攻略本片手に真剣にやってクリアできる難ゲーだわ  そもそも回復アイテム探すだけで死ぬ,2018/12/16 21:43:33
199,ID:MmEij9Ix0,>>173  リコさんの動かない左手の代わりにレグの右手を付けて、レグにはまああさんの右手を付けよう  チンポはまた生えてくるし、要らなくなった右手を売れば高価で売れるぞ,2018/12/16 23:58:50
200,ID:dOsNeoPop,シャドウタワーQ&A  Q:落下死する深さの穴の中にアイテムが落ちています。どうやって取ればいいですか？   A:死なないぐらい体力を上げまくって落ちて取ってください,2018/12/17 0:31:10
201,ID:37W1L61/0,>>189  布団毛だらけになりそう,2018/12/17 1:28:51
202,ID:6pSsdViw0,マルルク！ナナチ！ベストマーッチ！  Are you ready!?  バブみのふわふわショタ！ママチ！,2018/12/17 3:51:14
203,ID:PuTWjCW7a,ところでおまえらもうすぐクリスマスなんだけどどうするの？  成れ果てるの？　それともセックス？,2018/12/17 14:09:49
204,ID:JxPDj1Owa,俺は自宅の成れ果てだからコンビニまでしか行けないんだ,2018/12/17 14:12:00
205,ID:bANFrSiZp,>>204  子供の欲を満たす姿に成れ果てる,2018/12/17 14:21:52
206,ID:sp2ciBTt0,サンタコスのボ卿が子どもたちに祝福をプレゼント,2018/12/17 14:59:10
207,ID:7RZOWWVOa,悪い子はｿﾞｱﾎっちゃうぼのぼのおじさん,2018/12/17 15:02:46
208,ID:XIsrln52d,>>207  そして『あなたは押し付けられる側です なるべく耐えてくださいね』とか言うんだろやってられねーよ  んなぁ～,2018/12/17 15:05:32
209,ID:/4gqgrTO0,レグくんにプレゼントあげて反応を楽しみたいそす,2018/12/17 15:25:18
210,ID:wyysXVKiM,今度は左腕をあげるそす  きっと喜んでくれるそす,2018/12/17 15:28:49
211,ID:bANFrSiZp,>>207  背負ってるのカートリッジじゃねーか！！,2018/12/17 15:43:16
212,ID:jchQRzsp0,つくし卿サンタ帽が似合いそう,2018/12/17 15:47:02
213,ID:H1VzZ94Y0,今日からつくしの事は「卿」とお呼び,2018/12/17 17:53:24
214,ID:9Af6C/DRp,楽しそうなリコサンタに  まんざらでもないレグトナカイ  楽しそうなボンドルドサンタに  超イヤそうなナナチトナカイ,2018/12/17 18:02:24
215,ID:ca8Whb1/d,卿から俺は！,2018/12/17 18:03:42
216,ID:X++6rmu9r,サンタさんってなんで上昇負荷かからずに飛べるの？,2018/12/17 18:32:18
217,ID:LSHofQG00,渡りができるからね,2018/12/17 18:35:40
218,ID:fcXWrfpMa,命がけだよ,2018/12/17 18:46:52
219,ID:LSHofQG00,ゲロ吐いて意識がもうろうとしながらプレゼントを配るサンタ,2018/12/17 18:47:41
220,ID:tBjvXhHnd,そらカートリッジ装備してるからよ  良い子にしてなかった子供の,2018/12/17 18:54:46
221,ID:u7rOYyRcF,悪い子はいねがー,2018/12/17 18:59:20
222,ID:ZNgA/vZQd,つくし先生がラーメン屋の前で腕組みしてたら  店主と間違えそうな気がする,2018/12/17 19:00:23
223,ID:VGa84yVt0,奥歯が全部砕けてるサンタ,2018/12/17 19:06:48
224,ID:9qaZ0Fli0,んなんなんなーな  んなんなんなーな,2018/12/17 19:07:02
225,ID:9qaZ0Fli0,力場感知器官がついてるトナカイにフルボッコされるサンタ,2018/12/17 19:07:54
226,ID:Dp4VnmNi0,トナカイのケツを嗅いだらもあもあが見えるんだろ？,2018/12/17 19:32:46
227,ID:CD3BxW3W0,乾いたうんちを優しくしたような匂いのトナカイ,2018/12/17 19:36:44
228,ID:sanylUH40,まあああって鳴きそう,2018/12/17 19:39:51
229,ID:cTUx9HM4d,まああさんは中からヌイグルミがいっぱい出て来るのでトナカイと言うより袋,2018/12/17 20:22:55
230,ID:8Wt/fjjTK,悪い子にはモツをぶちまける袋役も兼ねてる,2018/12/17 20:46:15
231,ID:qK/hIJHRa,ほぉ  https://twitter.com/five_kd/status/1074621989153730560?s=21  https://twitter.com/5chan_nel (5ch newer account),2018/12/17 21:06:45
232,ID:tBjvXhHnd,サンタの服は何故赤い,2018/12/17 21:08:44
233,ID:rJm+yHNH0,あの名台詞って何だよ,2018/12/17 21:12:20
234,ID:Cwqlyg2T0,おやおやおやおやおやおやおや,2018/12/17 21:14:43
235,ID:TslNJUvGa,ナナチは可愛いですね,2018/12/17 21:16:35
236,ID:nxzccl4S0,>>233  ちゃんと黒いサンタもおるで  色決めとかないと悪いサンタとの見分けが付かんやろ  「悪い子は黒いサンタさんに連れて行かれちゃいますよ」って言って子供躾けてるの知らんの？,2018/12/17 21:43:02
237,ID:Dp4VnmNi0,わかんね？,2018/12/17 21:43:35
238,ID:H1VzZ94Y0,https://i.imgur.com/CuCRiaT.jpg,2018/12/17 21:46:45
239,ID:pwtzmwet0,ねんどろナナチ、更に発売延期のメールが来たそす…,2018/12/17 22:10:40
240,ID:VCySnC+E0,ホーホウつくしサンタだよー！  子供を出したり入れたりする袋を持ってるよー！,2018/12/17 22:23:07
241,ID:91BIWQ5/0,お前らまたつくし卿を逮捕させようとしとるんか！,2018/12/17 23:02:07
242,ID:7U4ZPGPc0,>>240  あ、マジ？どんだけだよ,2018/12/17 23:04:18
243,ID:aq6d8agZ0,そろそろ劇場版の席取ろうとしたけど新宿はまだなのな  というか受付中のすら前売り買った場合どこから予約するのか分からんなぁ,2018/12/18 0:04:42
244,ID:g9vXSt810,まじめな話5層からどうやって地上に戻るんだ？   10メートル以上は上昇負荷がかかります って台詞有ったから 9メートル上がっては止り、それを繰り返すのかな？,2018/12/18 0:07:46
245,ID:/TbdjsMv0,>>245  力場は幾重にも折り重なった膜だからどうやっても上昇負荷は避けられないけど  負荷の影響が出てもしばらくしてら回復するから、高知順応みたいに少しずつ慣れさせながらゆっくり登っていくのだと思う   それかプルシュカですらそうなのだから  何らかの呪いを避ける方法を各々白笛は知っている可能性は高い,2018/12/18 0:19:56
246,ID:S77p9C8f0,>>244  え？10月くらいには既に前売り券発売してたけど,2018/12/18 0:48:01
247,ID:R6oasgQg0,>>246  オーゼンさんとライザは気合いだ気合いだって言いながら登ってそう,2018/12/18 1:04:56
248,ID:qp0JNN2Ra,黎明卿「一発で成れ果てる六層呪いと違って何度でもカートリッジを使い回せますから余裕ですよ」,2018/12/18 1:07:41
249,ID:6cMw2AiM0,>>241  コブクロ？,2018/12/18 1:27:08
250,ID:6cMw2AiM0,>>245  その内慣れる,2018/12/18 1:27:51
251,ID:sg2CeZsu0,>>245  レグに一気に引っ張って貰う,2018/12/18 1:49:48
252,ID:TCcBbM2q0,>>239  やべーやつしかいなくて草,2018/12/18 2:05:53
253,ID:vhpfHx+G0,>>244  ほんとだ  そんなの行けばわかるだろと思って行ってみたけどわからないや  不思議,2018/12/18 2:15:21
254,ID:heHwjTXcr,>>239  コラ版の引用元ググッても見つからなくて草,2018/12/18 2:46:20
255,ID:qg0BaQlR0,>>239  愛知やべぇ～…(´；ω；｀)ﾌﾞﾜｯ,2018/12/18 3:02:19
256,ID:d+pKvlIWa,>>255  https://www.google.co.jp/amp/s/withnews.jp/amp/article/f0161129000qq000000000000000W00o10101qq000014356A  多分これだと思う,2018/12/18 7:33:26
257,ID:VEhFqi9H0,アビススレの成れ果て共にはそのくらい通常性癖でしょ,2018/12/18 8:20:09
258,ID:GvpG3Uelp,落ち着け  意識を集中しろ  アビススレのいつもの上昇負荷だ,2018/12/18 8:34:59
259,ID:ZcebefoG0,おちついてつくしの配信でも見ろ,2018/12/18 8:53:35
260,ID:E3XwiFPZd,このところ毎日配信してくれて嬉しい、時間が合わないから見れてないんですけど。,2018/12/18 9:01:37
261,ID:6cMw2AiM0,つくし配信をブルーレイに纏めたら売れるんじゃね？  有料配信でもいいけど,2018/12/18 9:32:59
262,ID:ps4wq2T50,つくし卿のプライベート上昇負荷配信,2018/12/18 9:48:44
263,ID:gspqEF0Oa,>>252  ミーティは二人分呪われても生きてるどこか不死身になってもたけど、祝福もされてたから不死身なったんやったけ？,2018/12/18 10:27:51
264,ID:K9t0eoMSa,寒くなると上昇負荷で膝が痛む,2018/12/18 10:50:33
265,ID:L0k32pnA0,配信見てると色々と心配になる・・・,2018/12/18 11:05:05
266,ID:vhpfHx+G0,心配ないさ  ああいう時もある,2018/12/18 11:09:55
267,ID:wRKwwMnWr,５層から一気に２層まで引き上げたら  感覚ないから４層と３層の呪いは全身の流血だけでいけるな,2018/12/18 11:25:08
268,ID:a6jrIUul0,内蔵と皮だけの状態なら感覚が無くなっても自傷行為が発生しないし5層だけならカートリッジ何度でも使えるじゃん  4層で使えなくなりそうだけど,2018/12/18 11:28:39
269,ID:8YIsfxATa,>>267  配信何かあったの？  気になる,2018/12/18 12:07:29
270,ID:0pNlvZqpr,んなぁー,2018/12/18 12:08:56
271,ID:kbSb3tM7a,性癖が普通か特殊かなんて小学生でも言い合わないぜ,2018/12/18 12:11:57
272,ID:uM+7eZBnd,まああああああ！！！！,2018/12/18 12:17:22
273,ID:L0k32pnA0,>>270  俺が見に行った時は  画面がずっとモザイクでつくし卿が裏声の理解不能な言語で呪文唱えてた・・・,2018/12/18 12:19:19
274,ID:uM+7eZBnd,この世に普通の人間なんて誰一人としていないゾ  みんな他人の前では必死に仮面を被って取り繕ってるに過ぎないゾ（成れ果て特有の洞察力）,2018/12/18 12:19:59
275,ID:qg0BaQlR0,（θωθ）んなぁ～新刊まだぁ～？,2018/12/18 12:26:03
276,ID:A2dNgiKCd,>>249  ４層の呪いは  省エネ設計のカートリッジにはきつそう  すぐ絶命しちゃう,2018/12/18 12:37:10
277,ID:+7CP7gt20,>>270、>>274  画面はだいたいいつもモザイクだよ、原稿描いてるからね。  謎の呪文とか奇声も、まぁよくある。  ナナチ連呼してたり、呪文もよく聞くと懐メロだったりする。  〆切迫ってたり、長時間の配信の終盤とかは結構壊れてて、今までの話もそういうのを乗り越えて俺たちの手元に届いてるので、応援しよう。,2018/12/18 12:51:04
278,ID:ZYyByaoI0,>>277  良く考えたらあの呪い穴からしか流血しないんだよね  目も耳も口もケツもアソコも無くなった状態になってるなら流血しようがないからセーフなのかもしれない,2018/12/18 12:51:43
279,ID:JZ1nWISrd,>>277  流れた血をそのまま輸血する機構作れば問題ないな,2018/12/18 13:23:32
280,ID:jMonbvp10,>>257  コラ版じゃなくて元ネタじゃん  やっぱりコラ版は今ここで作られたのか……ﾄﾞｼｶﾞﾀ,2018/12/18 13:42:13
281,ID:S77p9C8f0,んなぁわけない,2018/12/18 14:22:25
282,ID:ZcebefoG0,1日2配信,2018/12/18 15:38:26
283,ID:7XNJ53Waa,ナナチがゾアホリック使ってくれればナナチ狂信者の俺もナナチになれるのに,2018/12/18 16:47:20
284,ID:yhsz6+p/p,さおはぶ、、ぃ、、ぇ,2018/12/18 16:51:17
285,ID:uM+7eZBnd,>>284  精神的にはナナチになれるかも知れんが見た目はお前のままだぞ,2018/12/18 17:03:54
286,ID:aoTie9Ci0,何も知らん他人から見たら自分をナナチだと思い込んでいる精神異常者になってしまう,2018/12/18 17:12:19
287,ID:ysiDUWoHr,ボンボルドがナナチを乗っ取らなかった理由ってなに？,2018/12/18 17:24:49
288,ID:exlalwkC0,ゾアホで？乗っ取る理由が無いだろう。,2018/12/18 17:38:40
289,ID:yhsz6+p/p,全人類ナナチ化計画,2018/12/18 17:48:14
290,ID:C0Aep2dMd,モフモフ出来なければナナチぢゃない…,2018/12/18 17:53:39
291,ID:ps4wq2T50,>>288  貴重な祝福体にさおはぶ化する可能性がある危険な事しないでしょ,2018/12/18 18:04:54
292,ID:5gO2axym0,全人類ナナチになったら価値が下がるからナナチは1人で十分,2018/12/18 18:20:56
293,ID:6NtOdYPJa,ナナチの価値は普遍だから一家に１ナナチで良いぞ,2018/12/18 18:25:02
294,ID:6cMw2AiM0,>>264  祝福による有利な補正は全てナナチに押し付けられた  ミーティは「あたたかな呪いの塊」って言ってるから呪いが振り切れて不死になった  まあ呪いの主要な効果は「人間の持つ感覚だけを奪う」だから、普通の呪いとは明らかに違うんだけど  「アビスは想いが現実化しやすい」って言ってるから、ミーティの「ナナチに殺して欲しい」ってのと、ナナチの「ミーティ死なないで」って願いが現実化した結果だと思うけどね  つまり、不死になった原因の主犯はナナチ,2018/12/18 18:45:44
295,ID:ysiDUWoHr,>>289  ナナチになれればわざわざカートリッジで祝福化する必要なかったじゃないか,2018/12/18 19:02:15
296,ID:ZEE/dXU6a,ナナチ攻撃力ゼロだし,2018/12/18 19:12:09
297,ID:FlMP0GjOa,ナナチンの戦闘力は,2018/12/18 19:29:23
298,ID:Q+GrTkWud,マルルクください  ナナチ出せます,2018/12/18 19:48:59
299,ID:H9e+zJGMd,それポケモン交換の絵面が浮かんだけど片方酷いことになるな,2018/12/18 20:00:14
300,ID:oFqDhYDN0,>>297  ああ、なんか全力で殴りに来ても「まふっ」でダメージ1、とかアリアリと想像出来るw,2018/12/18 20:08:59
301,ID:+upr63Yq0,通信進化(成れ果て),2018/12/18 20:19:23
302,ID:ehs6FAq/0,多分ナナチはミーティのために不死を殺す毒研究してたから毒タイプだと思うんじゃが,2018/12/18 20:30:07
303,ID:/TbdjsMv0,>>288  ゾアホ対象はボ卿の信奉者でないと危険   あとボ卿はナナチのことを  (1)貴重な被検体  (2)後継者  (3)恋人  と思っていたから  1～3のうち好きなのを選べ,2018/12/18 20:32:13
304,ID:/TbdjsMv0,>>295  6層の呪いは「人間性の喪失」   あと、よく言われるのが  ミーティーは「死ぬとナナチに呪いがかかる」という言葉を受けて  「(実験中)死なない」と強く願った結果、不死になった,2018/12/18 20:37:56
305,ID:6NtOdYPJa,>>301  一方リコさん  Ｅ：クオンボウガン  Ｅ：レグ腕（遠隔火葬砲発射可）,2018/12/18 20:40:55
306,ID:1QO78abg0,クオンガタリの幼虫ブチ込むとか  改めて見ると無尽槌よりエグい武器だな,2018/12/18 20:46:21
307,ID:gpVNiVNja,>>302  もうそれにしか見えない,2018/12/18 20:48:43
308,ID:iNQI+UWSM,ふと思ったんだが、ナナチの元いた場所って娼年や娼女がいたんだろ？  ボンの人力エレベーターの移動中とか暇そうだし、みんなイイコトしてたのかな   想像が捗るな,2018/12/18 21:32:14
309,ID:lBb7iLDxK,順番待ちの間にインピオする生体（孤児）達、可愛いですよね,2018/12/18 21:43:39
310,ID:ZyXpTqWdr,>>306  無尽槌は地形破壊級兵器だし,2018/12/18 21:50:54
311,ID:HtAxNrxN0,いやー50話おもしろかったわ  最後にワズキャンの家にライザの体の一部と思わしきものが価値として保管されてたのは驚いた,2018/12/18 22:26:18
312,ID:H9e+zJGMd,アビス特有の時間の歪み,2018/12/18 22:27:51
313,ID:gX6vQDYza,コウシンガタリは消毒しなきゃ・・・(使命感),2018/12/18 22:36:53
314,ID:ehs6FAq/0,いつ？いつ？ｱﾊﾊﾊﾊ,2018/12/18 22:39:40
315,ID:DtR9ifFGd,ライザの体のいちもつ？,2018/12/18 22:43:22
316,ID:BWJ8V1+C0,ライザは宦官だったのか,2018/12/18 23:13:36
317,ID:NTMzu6zuK,ケツをサムズアップしながら溶鉱炉にしずんでいくまああさんは涙なしには観れなかった,2018/12/18 23:29:18
318,ID:xerBhJ6Zr,>>309  (l)増やしてから実験に使った方が効率がよいですね‥‥！,2018/12/18 23:29:42
319,ID:z9/py4SO0,俺は殲滅卿の包茎がいいんで,2018/12/19 0:32:42
320,ID:v737mzrl0,トーカは包茎っていう謎の核心,2018/12/19 0:41:01
321,ID:I/ybMEHH0,ライザさん隊は美少年しか採用されないのだ,2018/12/19 0:44:12
322,ID:/0YKGirD0,トーカの貴重な出産シーン,2018/12/19 0:50:35
323,ID:iHPalYS10,おハーブが生えますよ,2018/12/19 0:54:30
324,ID:9iHVCMmF0,>>281  前々から色んなスレで貼られてるからメアビが発祥ってわけじゃないぞ,2018/12/19 1:25:31
325,ID:QBb5kpnJ0,>>312  1秒でバレるセンスのなさ,2018/12/19 2:54:49
326,ID:8iibDFWgr,全身拘束して視角と聴覚奪って浣腸してうんこがまんしてるデコメガネを観察したい   ウンコ漏らしたら何度も浣腸して抵抗感なくうんこできるようになったら今度は浣腸したあと栓をして心を折りたい,2018/12/19 7:34:01
327,ID:pTk3fPtR0,あと24時間…,2018/12/19 7:41:29
328,ID:/0YKGirD0,尽きない大便,2018/12/19 8:10:03
329,ID:tM4wlkOm0,その程度で折れる心してないよな,2018/12/19 8:21:19
330,ID:qqyBGTGRa,快感に目覚めてなにこれスッゴいしてるシーンしか浮かばねぇ,2018/12/19 8:28:22
331,ID:7RpLqO2gd,はおぉ…,2018/12/19 8:30:52
332,ID:Mng952FU0,んなぁ！今日更新じゃん？,2018/12/19 8:33:52
333,ID:4HmC0TR8a,おやおや  更新は30日ですよ,2018/12/19 9:50:45
334,ID:9IlflW/2p,更新んなぁぁぁあああ！！！,2018/12/19 10:35:34
335,ID:nmsHOWQNa,年内に二話とは言っていたが2018年とは言ってない  2019年内かもしれない,2018/12/19 11:37:21
336,ID:eNUil8UWM,そういうのいいんで,2018/12/19 11:43:40
337,ID:rDs7OzYM0,明日の今頃は盛り上がってるかな  でもナナチはやっぱり出てこないんだろうな  ヴエコ過去偏はファプタのひみつと併せて一気に畳み込んでほしいね～,2018/12/19 12:12:21
338,ID:iDo8qfZo0,たまに正気に戻る成れ果てを見るとトコシエコウ生える,2018/12/19 12:17:05
339,ID:xKvo0Hrw0,そろそろナナチ成分ほしい,2018/12/19 12:17:24
340,ID:TlhZHcrAa,最新話リコさんが親指立てながら肥溜めに沈んでいくシーンは涙なしでは見られませんでした   そういや上昇負荷って水中でもかかるのかな,2018/12/19 12:23:41
341,ID:IrJnUfpid,つくし卿が描かないことで、  べラフの触手に吸われているナナチと、  吸われていないナナチが同時に存在する状態,2018/12/19 12:28:13
342,ID:JrrKqIV6a,ミーティみたいに内蔵も無限再生しないし、ナナチの分泌液を吸うんだろうなぁ,2018/12/19 12:30:50
343,ID:nmsHOWQNa,>>341  ボ卿が亡骸の海でかかってたじゃん,2018/12/19 12:35:45
344,ID:kToPUrM/r,よく考えるとあのシーン別に引き上げる必要ないよな落とした時点で勝ちだわ,2018/12/19 12:40:15
345,ID:r2neUQwX0,引き上げないと笛吹かせらんないじゃん？,2018/12/19 12:48:31
346,ID:0iOXjsBp0,>>345  歩強の笛使ってエレベーター起動する計画だったみたいだし、引き揚げないといかんかったんよ,2018/12/19 12:48:33
347,ID:uNhH3kOKp,ボンドルド面では笛が吹けないよね  そもそも本人でないから効果がないのかもしれんが,2018/12/19 14:16:29
348,ID:D0Ue/Lph0,>>348  擦れば感じるから,2018/12/19 14:29:25
349,ID:nmsHOWQNa,>>348  リコさんがプル笛擦ってるだけでエレベーター起動させてたやん,2018/12/19 15:14:04
350,ID:2MJHsqMU0,マルルクの青笛しゃぶりたい,2018/12/19 15:52:15
351,ID:0iOXjsBp0,マルルクの青笛は擦られすぎて黒笛になってるよ,2018/12/19 16:08:36
352,ID:6LMAKuXua,ナナチの女体盛り,2018/12/19 16:25:39
353,ID:NT/bAT+v0,抜け毛も一緒に食えるじゃんやったぜ,2018/12/19 16:35:44
354,ID:jDneOa5za,ナナチの手ごねハンバーグ,2018/12/19 16:57:15
355,ID:s9DG2P3S0,ナナチを徐毛剤に浸して全身ツルツルテカテカにしたい,2018/12/19 16:57:22
356,ID:nmsHOWQNa,ナナチに除毛剤だと！？ナナチからもふもふを奪うとは何たる暴挙！  清算だ！清算！,2018/12/19 17:06:58
357,ID:0dsc9OOLa,白皮症ナナチ  ナナチ・アルファ  ミシック・ナナチ,2018/12/19 17:12:07
358,ID:7RpLqO2gd,でも刈られたヒツジみたいになってるナナチもちょっと見たいかも,2018/12/19 17:20:26
359,ID:r2neUQwX0,プードルカットナナチ,2018/12/19 17:25:13
360,ID:aPcKF+jL0,え？ナナチの毛刈りショーですと？,2018/12/19 17:26:38
361,ID:AL3LMdsRd,配信夕方からしてくれれば良いのに,2018/12/19 17:28:38
362,ID:3rrdaWoJM,ナナチをもふもふ言う奴は言葉狩り,2018/12/19 17:29:08
363,ID:s9DG2P3S0,ナナチはもふもふではない、ふわふわ！いいね？  アニメ公式ですら認知していないから嘆かわしい。,2018/12/19 17:38:44
364,ID:bM8eC14L0,先日配信で言ってたんだけど、なれ果て村描くのに大阪の西成を参考にしたって、めっちゃ納得だわ,2018/12/19 17:56:37
365,ID:1J1W1Bvcd,え、西成ってそこかしこにウンコ落ちてるの？こわい,2018/12/19 18:00:05
366,ID:nmsHOWQNa,大阪ってうんこ落ちてたり道訪ねたら路地裏に連れ込まれたり友達返してって言ったら臓器か手足か両目要求されるの？  こわいわー,2018/12/19 18:02:26
367,ID:rFBSjrhn0,大阪の西成といえば行き場の無い成れ果てた爺ばっかり住んでいたもんだけど  近年は小奇麗なバックパッカーがうろつくようになっていて言われてみれば成れ果て村だねえ…  爺同志の喧嘩沙汰とか孤独死した爺の部屋からいけない薬物が見つかったりしていて今もちょっと物騒だし,2018/12/19 18:17:13
368,ID:mZYak2LAM,西成の泥棒市場を参考に露天のデザインをしたとかじゃないかな  あいりんってスラムと言っても鉄筋コンクリートの貞操ビルの街だから九龍城みたいな闇感はないんだよね,2018/12/19 18:30:34
369,ID:nnkt41eha,前々のスレあたりでその辺の部屋っぽい画像上げた成れ果てが居たような・・・大阪で人生やり直すとかなんとか,2018/12/19 18:35:05
370,ID:tM4wlkOm0,スレ住民がリアルで成れ果て化してたのか…,2018/12/19 18:39:49
371,ID:nnkt41eha,あったこれか  https://i.imgur.com/WwM1SEf.png  https://i.imgur.com/bX8hE5L.png,2018/12/19 18:45:44
372,ID:iZ9DsB1j0,図書館で毎週ショタ視姦してたら通報されたり  ソープ嬢に生出しする事を誇ってたり  生活保護の権利を叫んでたり  やべぇ奴だぞ,2018/12/19 18:45:59
373,ID:MvIXhV5Ra,このスレやべー奴ばっかだしふつー、ふつー,2018/12/19 18:49:01
374,ID:mZYak2LAM,ヤバくない成れ果てっているのか？,2018/12/19 19:12:12
375,ID:pTk3fPtR0,良い匂いのするふわふわとか,2018/12/19 19:14:41
376,ID:bM8eC14L0,ガンジャ隊の過去話の前に、ジャングルに行きたかったらしいけど、それは叶わなかったみたい。  行けてたらもっと冒険冒険した感じにしたかったみたいだ。,2018/12/19 19:22:22
377,ID:J2Wh1aEF0,いよいよ明日か＾з＾,2018/12/19 19:28:03
378,ID:AWr44Mf90,ナナチも後腐れなく冒険出来るようになって素直に冒険楽しめるタイミングだったし  ちょっとは普通の冒険挟みたいって気持ちはわかる  でも描きたいものは出来るだけ出し惜しみせず描くとも言ってたしどこかで入るかもね,2018/12/19 19:34:54
379,ID:m2txoq2zd,コミックス読んで、アニメの続きみたけど  面白いけど、作者は絶対頭おかしい。   ボンドルドは外道中の外道なんだけど  ギリギリ人間圏の外道なんだなぁと思った  以降は本当に別ルールの世界って感じがわかる。  面白いけど、作者は頭おかしいわ。,2018/12/19 19:39:49
380,ID:qTRM3aub0,ボ卿は「価値観の違いすぎる邪悪」だけど、  現ベラフは「邪悪ですらない」(イルぶるの中では喫ミーティは容認される行為)から、そういうことかな  確かにそうかもしれない,2018/12/19 19:43:44
381,ID:3kuMky82a,なんか既視感があるなって思ったらベルセルクの鷹の団だった  蝕が起ころうとしてるんだな,2018/12/19 19:43:55
382,ID:rBbA4qQG0,深海の生き物見てると、アビスにいてもおかしくない気がするよな。（NHK実況）,2018/12/19 19:45:17
383,ID:bM8eC14L0,つくし卿、ブルー・プラネットめっちゃ楽しそうに実況するね。,2018/12/19 19:51:22
384,ID:ko06qpkwM,オーゼンはどうやってリコ箱持って大断層渡ったんだろう  ゴリゴリ穴削ってそう,2018/12/19 21:02:28
385,ID:SLomE6Yj0,>>369  泥臭くて汚くてちょっと恐いけれど  住人は意外と人情もあって細かいことは気にしない,2018/12/19 21:06:26
386,ID:SLomE6Yj0,途中送信  細かいことは気にしない感じも参考にしてるかもしれない,2018/12/19 21:07:59
387,ID:TeWM3Ama0,みんなpixivの配信見れてるんだ。  うらやましいな。。。  いつも見逃してしまう。  あれってなにか通知とかあるの？  ログインした時にたまたま見るしかないの？,2018/12/19 21:08:07
