スレ数,ID,コメント,投稿時刻
157,ID:qWaQuMOaa,というかそもそもあの祭壇を作ったのが何者かもわかってないんだよな  流石にアビスの真相に触れそうだから7層か深界極点までおあずけか,2019/02/06 18:28:34
158,ID:+/d/FaVXp,それも私ですよ,2019/02/06 18:41:36
159,ID:XMPr8R9D0,懐メロやな今や,2019/02/06 18:45:24
160,ID:8mBz00fI0,お祈り骸骨で地層ができそう,2019/02/06 18:55:35
161,ID:7OEKzTn30,変動重力源かな？,2019/02/06 18:55:58
162,ID:JVD+wudAa,>>146  トコシエコウ群生地不可避,2019/02/06 19:04:50
163,ID:+M2um5Ob0,やっぱり村人=イルミューイの子供説あると思うな  もちろん外から来て成れ果てた探窟家も割合的にはいるだろうが、  五層を踏破した元探窟(黒笛レベル以上)にしては外の世界を知らなすぎな気がする。,2019/02/06 19:19:32
164,ID:dzmERYFNp,この先でてくる元探窟家はみんな5層踏破済みって枕詞つくからな  ガンジャーさんたちは知らぬ間に迷い込んだ感じだけど,2019/02/06 19:21:47
165,ID:6wA8VHywd,何となくファプタがイルぶるの住民達を  根絶やしにしたら、とうのイルぶるから  住民からファプタ、ヴエコさん、壺ミーティ  まで全て崩壊するんじゃなかろうかと。  で、残った例の卵を狙ってスラージョさんか  ワクナさんが登場するとか。,2019/02/06 19:40:30
166,ID:6wA8VHywd,いや違うか。イルぶる=ファプタとして  破壊の際に勢い余ってイルぶるを破壊  してしまって、全てが崩壊してしまう。  という感じかな。,2019/02/06 19:45:38
167,ID:B9ZVGI310,村壊滅とか何かしらひと段落ついた後ファプタが後ろから撃たれ打ったやつは白笛の誰かみたいな展開  ありきたりだな,2019/02/06 19:59:40
168,ID:VSp/eM/cM,回想編見直したけどワズキャンもふっへぇーって言ってるんだな  専売特許ではなかったんだな,2019/02/06 20:06:26
169,ID:MDYXVxwjp,生土筆,2019/02/06 20:18:53
170,ID:hgSSbe4Qd,これ回想おわっても下手したらファプタとレグの回想くるんじゃ,2019/02/06 20:32:01
171,ID:dzmERYFNp,今なんでエロ子さんの回想ターンなのか忘れた,2019/02/06 20:36:14
172,ID:zR7wo9Ya0,まだ10日の更新に期待してる,2019/02/06 20:37:45
173,ID:7CmrJv8I0,10日はない,2019/02/06 20:52:01
174,ID:dnlT4adn0,そうか、今思ったが2/20更新来なかったら次は3/10になるのか  2/10は流石にキツそうだし2/20の更新に期待したい,2019/02/06 20:52:56
175,ID:u5psvR7S0,さっき配信で来月ってボソっと言ってたよ  お疲れモードだからネタかマジかは分からんけど,2019/02/06 21:04:17
176,ID:5t7n7JaRa,10日まぁぁぁぁぁぁぁぁ,2019/02/06 21:12:43
177,ID:7CmrJv8I0,2/28は一昨年とその前年更新があった日なので  候補から外す必要はないそす,2019/02/06 21:18:07
178,ID:iwVBKSLa0,>>164  昔は現在六層と呼ばれるエリアに到達するのも今より楽だったのではないかという説もあるぞ  そうでなければ決死隊「ガンジャ」が大人数でたどり着け過ぎている、とするものだ   別にそうではなく、彼らは2000年以上前に六層にたどり着いているのだから、  悠久の時の間に「忘れ」たのだとしても矛盾はしないだろう   別に2/28に更新くれたっていいんですよ？（震え声,2019/02/06 21:18:19
179,ID:lS0Pj4LS0,どろろの方のミオさんは残念でしたね,2019/02/06 21:30:42
180,ID:7CmrJv8I0,お世話係,2019/02/06 21:31:20
181,ID:KcqDAh+aM,>>169  ずっとエロ子と一緒に居たから  移ったんだよ,2019/02/06 21:54:13
182,ID:7CmrJv8I0,つくし卿の「来月」は去年の9/20更新直前の配信で騙されたから  もう信じないよ,2019/02/06 21:59:42
183,ID:8IbaJghw0,白笛持ちはボ卿以外はまともな人たちなのかね  笛の元になってくれた相手がいたみたいだし,2019/02/06 22:32:14
184,ID:KcqDAh+aM,>>184  ちがう！ボ卿はぼっちじゃないぞ！,2019/02/06 22:41:11
185,ID:iwVBKSLa0,ライザだって殲滅卿だしジルオ曰く変人で大酒飲みだし  リコのママンだし夫はトーカだしまともじゃないだろ！（褒め言葉）,2019/02/06 22:43:09
186,ID:3UKfwByK0,>>82  おつおつ  絵のオーラってのがいいね,2019/02/06 22:44:09
187,ID:mViMh0Vfa,>>184  オーゼンとライザはまともだからまともな方が多いんじゃないか？,2019/02/06 23:04:05
188,ID:iwVBKSLa0,ただ白笛もプルシュカはカートリッジ化された上での産物だから、  普通の白笛がどんなふうにできるのかが不明なのでなんとも考えようがなくない？  「命を響く石」を笛にするのは前線基地でできるのかもしれないけど、どうやったら石ができるのさ。   もともとどうやってたのかはさておき、  ボ卿が「笛そのものの方なら（白笛に）なれますよ」なんて言ってたくらいだから、  ボ卿の研究の成果として今は、白笛の所有者にしたいヒトと笛の材料になってくれるヒトと2人で前線基地を訪問すれば  それだけでボ卿が加工してくれるのかもしれないけどさ。  希望したヒトを確実に石をして笛に加工する、そういう技術を彼が確立したのかもしれない。,2019/02/06 23:25:23
189,ID:6k0E968q0,ユアワースの作り方は他の白笛立ち会いのもとあの祭壇のエレベータで↓↑する、らしい,2019/02/06 23:32:49
190,ID:Q2riW8bh0,>>190  ＞ユアワースの作り方は他の白笛立ち会いのもとあの祭壇のエレベータで↓↑する、らしい   んなぁ～。じゃあ生贄じゃなかった、自己犠牲の人  は一人でエレベーターで出発して…  「グチャ!グチャ！バキバキ！痛い！！殺して！！」  と誰もいないエレベーター内で苦しんで↑に…  そして、チーン！出来上がり！となるのか。  どんなマゾさんなんだよ。,2019/02/06 23:47:00
191,ID:SsE/lHxDd,>>164  村人がただ生まれた子どもっていうのはたぶん無い  村人たちは過去の欲に応じた姿になったって設定があるのだから、ヒトだったころの背景がある可能性が高い  (生まれた成れ果てのただの個性という設定ではつまらない)  地上で死にアビスで巡った魂がイルミューイを経て成れ果てとして生まれ直したというのはあるかも   ただ村人全員探窟家だったとしても欲に従順な姿にさせられてるわけで  人格や記憶がある程度変化して幼児退行みたいになってても別におかしくないと思うよ  (あるいは言葉がわからない分幼児退行してるように見えるだけかも),2019/02/06 23:48:03
192,ID:dnlT4adn0,>>190  それだと、あの祭壇エレベータが外からでも白笛で起動できる事になるな  いくつか前のスレで話題になってたエレベータを用いた6層と5層のモノのやり取りも思ってたより楽にできそう,2019/02/06 23:58:03
193,ID:YdfCpgGX0,ナナチのcvってちょぼらうにょぽみなんだな,2019/02/07 0:12:18
194,ID:m5HxSZ/N0,>>188  まともの基準がガバガバすぎるだろ…,2019/02/07 0:36:00
195,ID:o1g9JXI+0,ライザだって育児放棄してラストダイブだし  オーゼンだってお付きの弟子にあんな格好させてるようじゃ・・・  まともなのがいないｗｗｗ,2019/02/07 0:50:44
196,ID:/HDHcN740,マルルクに何がついてるって？,2019/02/07 0:56:27
197,ID:V7vPzPEYd,マルルクに男の子の格好をさせろって言うんですか？それは価値に良くない,2019/02/07 1:01:51
198,ID:iweqen6y0,カジャもそう思う！,2019/02/07 1:14:54
199,ID:CEMUvDkL0,マルルクがオトコノコの格好もで価値2倍そす  1人で2度おいしい、良い価値そす,2019/02/07 1:22:40
200,ID:Dp5Isg7bp,マルルクが裸吊りされてるときってやっぱ勃起してるの？,2019/02/07 1:27:29
201,ID:srDX1oZ60,宮崎駿が好きなの納得だなぁ。オーゼンさんのステーキ食べてるとことかラピュタだし,2019/02/07 1:36:20
202,ID:Jznkv8MS0,先導卿はなんとなく名前から何したか想像つくけど、神秘卿はどんな人なんだろ？  ペストマスクっぽいのつけてるけど、単なる人体実験卿ならボンドルドと被るしなぁ…,2019/02/07 1:38:38
203,ID:Vd5W885c0,（θωθ）んなぁ…  ／◎人◎＼んみぃ…,2019/02/07 1:49:26
204,ID:JESsFXNK0,神秘卿が背負ってるのって棺桶だよね？  度し難の予感しかしない...,2019/02/07 2:06:59
205,ID:mtuAE3B40,何で七層に進まず、村人になってしまったのか。  上に戻れない、は分かるけど、先に進めないから？  最終目的地がここって人は居ないでしょう？,2019/02/07 3:54:20
206,ID:uq25ccYI0,神秘って付くくらいだからきっと度し難い  ボ教とは別のタイプだとすると、魔法みたいな感じで遺物使ってきそう,2019/02/07 4:07:35
207,ID:Y8w4G5w0d,魔法少女みたいに遺物を使うオッサン,2019/02/07 6:05:54
208,ID:bol9V9Vq0,ガンジャはリコ達の様に奈落の底を見たいっていう感じじゃなくて、伝説の地の底の黄金郷に新天地を求めてたから元々6層が目的地なのでは,2019/02/07 6:06:55
209,ID:xshWMPZva,（θωθ）んなぁ…  (::;::人;:;::;)まぁ……,2019/02/07 7:55:43
210,ID:gUJxOgn6d,>>205  棺桶に内蔵された重機関砲で戦うかもしれないし…,2019/02/07 8:09:02
211,ID:ZVQAboLG0,&#9904;&#65039;背負ってるってチャイカ思い出すな。,2019/02/07 8:52:14
212,ID:Sv18LAZad,〝弾が尽きない〟ミサイルランチャーみたいな  遺物兵器だったら、途端にデスペラード(映画)や  ガングレイヴみたいなバトルアクション漫画に…,2019/02/07 9:08:39
213,ID:sbsZYhl60,脳みそが痒くなったので調べたら  Djangoだった,2019/02/07 9:12:32
214,ID:x0GnG63Rr,>>206  別にガンジャ隊は探掘家ではないからな、その先駆けだっただけで  本来の目的地は>>209でしょう,2019/02/07 11:44:46
215,ID:sbsZYhl60,>>206  ヤマタノオロチみたいなのが  先を塞いでるんじゃなかったけ,2019/02/07 12:18:28
216,ID:CjgqlaOr0,>>201  勃起しなくても射精する事は出来るんだよ,2019/02/07 12:49:04
217,ID:7eNUCtJZd,萎えてる状態なのにトコロテンで射精するシチュすき,2019/02/07 12:53:07
218,ID:HX+7xdYZd,>>215  ＞>>206  ＞別にガンジャ隊は探掘家ではないからな、その先駆けだっただけで  ＞本来の目的地は>>209でしょう   ムーギィさんが「耳が痛いね」的な発言してる  から元探窟家の村民も沢山いそうだけど。   あと既出かもだけど「イル ブル」ってイタリアン  が蔵王にあるのな。熱々辛辛の睾○焼きとか  出てくるのかな…いっそコラボしてみて、って  睾○の提供者がいないか。,2019/02/07 13:00:03
219,ID:K0BCaLG80,なんで睾丸焼きに人間の使う気満々なんですかね,2019/02/07 13:13:15
220,ID:P7lldnC9d,人間の睾丸焼きを食べるのが価値の者だよ,2019/02/07 13:29:52
221,ID:VKedFKnp0,これが 生の牛のペニスだぁ！  ご立派ァ！,2019/02/07 13:50:06
222,ID:FRnnNoeKd,関係ないけど不倫した旦那のいちもつを  カルボナーラにして食べた人はいるみたいね,2019/02/07 13:56:36
223,ID:TusAXJFR0,>>219  探掘家かはともかくリコたちがイルブル着いたころにここで成れ果てるのを選んだって言ってたような気がするから先に進めなかったんだろ,2019/02/07 14:12:41
224,ID:oqwzHgL5d,生っぽかったよ(食後感),2019/02/07 14:32:36
225,ID:bol9V9Vq0,そういえば5年くらい前だったか、手術で切除した自分のイチモツと睾丸を調理して振る舞った人が居て話題になってた気がする,2019/02/07 15:01:26
226,ID:4zOSTPKnM,ミーティがくら寿司に現出した様だな…,2019/02/07 15:11:21
227,ID:B0a9Txx5a,無限くら寿司,2019/02/07 15:24:24
228,ID:Kq2IUOp0M,>>193  あれの手前で笛を吹いたら起動するんじゃないの？  6層から戻すのもできるような気がする,2019/02/07 16:06:59
229,ID:Kq2IUOp0M,>>209  ガンジャはともかく、近世に穴の底をめざした連中だよね  そのあたりが、次の話なんじゃないかな？  ライザはそこまでいってるけど  他の白笛達でさえ困難な障害があるんじゃないかと,2019/02/07 16:13:09
230,ID:PX4yW7Fc0,いつ更新すんの？  お前ら何日後に更新とか言うけど全く更新されねーじゃねーか,2019/02/07 16:24:40
231,ID:XGWHsQgRp,内部から白笛で起動するってボが言ってたろ  >>190はどこ情報だよ,2019/02/07 16:26:28
232,ID:hz7N/z+G0,赤笛か？  このスレはコウシンガタリの生息地でもあるから気をつけろ,2019/02/07 16:46:58
233,ID:UZuKaqeYd,ギザ歯ちゃんはpixivでめっちゃ描かれてる  りんごはほぼ見かけない  新しい子はどっちになるか…,2019/02/07 16:51:05
234,ID:UZuKaqeYd,誤爆やすまん…,2019/02/07 16:52:53
235,ID:dx3tJANw0,ギザ歯ちゃん=ファプタのことかと思ったわ,2019/02/07 17:13:22
236,ID:n0z4hZsqa,りんごはおとぎ銃士かと,2019/02/07 17:14:18
237,ID:47U0X/UMa,>>229が出来るなら他人のラストダイブを見送った後唐突に白笛を吹いてエレベーターを逆行させるという悪質なイタズラが可能に…?,2019/02/07 17:53:50
238,ID:o1g9JXI+0,そもそも降りていく人はそれなりにいる一方で  呪いが知られている今はまず上がってくる人はいない  降りて行った祭壇を呼ぶ、呼ボタンみたいなものはあるのか,2019/02/07 17:59:58
239,ID:PX4yW7Fc0,白笛なくてもヴェコたちは降りてんだし白笛いらないよね？,2019/02/07 18:09:15
240,ID:1t5nnCMH0,なんで降りられたかもう一回読んでこようね,2019/02/07 18:10:50
241,ID:sbsZYhl60,一番最初はどうやって降りたのか謎,2019/02/07 18:19:38
242,ID:PX4yW7Fc0,いくらでも手段あるんだろうな,2019/02/07 18:32:03
243,ID:uU4P1yCHp,ヴェコ←これやめろ,2019/02/07 18:34:58
244,ID:VKedFKnp0,先導卿だか神秘卿は自前の遺物でラストダイブしてなかったか,2019/02/07 18:35:48
245,ID:WHBndX8L0,>>245  ＞先導卿だか神秘卿は自前の遺物でラストダイブしてなかったか   きっと何処にでも行ける扉の遺物とか、  時間をすっ飛ばす遺物とか、どんな傷も元戻すスタ…  んじゃなかった、いろんなチートアイテム持って  るんだろうな～,2019/02/07 18:56:29
246,ID:4Q7NjxBra,アビスが徐々に深くなっていくならあの分厚い水の層は大昔は無かったんじゃないの  六層の街は元々地上の街が取り込まれたものだろうし  五層の祭壇はかなり巨大な施設だから地表近くにあった時代に建設されたんだろうね,2019/02/07 19:03:48
247,ID:HX+7xdYZd,超古代というか、先史文明の巨大都市の遺跡で  何か実験だか戦争だかで超気象兵器とかが、  7日で文明を崩壊させた跡地がアビスであって  アビスの力場が、その時の毒を外に逃さぬ様に  中和していて、遂には人々を青き清浄の地へ  導かん…,2019/02/07 19:18:47
248,ID:1am5MZ91a,>>232  ニコ生,2019/02/07 20:11:01
249,ID:LOw0E9afd,アビスに潜って遺物探すより  帰ってきた白笛から奪い取った方が安全だな,2019/02/07 20:16:06
250,ID:YdfCpgGX0,うばいとればよい。  ……できるものなら,2019/02/07 20:22:12
251,ID:9lUJY39H0,実行に移したヤツ孤児院で出てくる肉にされてそう,2019/02/07 20:23:48
252,ID:E1fAkRp6d,>>244  おら東京でヴェコ飼うだ,2019/02/07 20:42:09
253,ID:sbsZYhl60,ウェコ：逆バンパイヤ  ヴエコ：三賢人の一人,2019/02/07 21:04:55
254,ID:1t5nnCMH0,>>254  またマイナーなネタを  まあウェコは獣好きとしては設定がそそられるよな…,2019/02/07 21:47:09
255,ID:7WDy7lko0,>>67  案外、マルルクは本当に呪い持ちだったりして。,2019/02/07 22:08:35
256,ID:iweqen6y0,>>246  1巻では5層は潜るか滝を降るかと描写されていたのでエレベーター以外にも繋がってはいるもより  遺物切れない糸を使って真っ直ぐに降りただけだったりw  危険生物？  先導卿の肉体言語をもってすれば容易い,2019/02/07 22:27:33
257,ID:4NALUIkd0,>>250  白笛連中は純粋な強さもやばいけど  返り討ちにあったらただ死ぬだけでは済まなさそうだぞ,2019/02/07 22:34:04
258,ID:PX4yW7Fc0,力自慢とか銃使ったらあっさり死ぬわね,2019/02/07 22:35:53
259,ID:JouhM3Bka,黎明卿に喧嘩売ると白笛になれますよ,2019/02/07 22:42:18
260,ID:9lUJY39H0,武闘派じゃないボンでさえ当然のように火葬砲避けてるのに普通の銃とか当たるんですかね,2019/02/07 23:12:30
261,ID:SDPjd/XTa,武闘派じゃないってこともないんでは？  ポ卿と不働卿だとボ卿のが強そうなんだけど,2019/02/07 23:17:53
262,ID:188X5LPv0,あのボディは戦闘用じゃないの,2019/02/07 23:19:58
263,ID:wtHGXmY30,セックス用の触手タイプとかもいるのかな,2019/02/07 23:23:30
264,ID:Xaed+dvM0,>>262  よく見ると微妙に別人二人が紛れ込んでますねぇ,2019/02/07 23:23:44
265,ID:JouhM3Bka,俺は小学生探窟家、ナット。幼なじみで同級生のリコとイルぶるに遊びに行った帰りに、仮面の男達の怪しい実験現場を目撃した。実験に夢中になっていた俺は、背後から近づいてくるもう一人のボンドルドの存在に気づかなかった。俺は睾丸焼きを食べさせられ、目が覚めたら･･･,2019/02/07 23:24:29
266,ID:SDPjd/XTa,ナットには冒険が必要だな,2019/02/07 23:35:39
267,ID:dBeDwrx40,振られてんだからボケろよ！,2019/02/07 23:54:38
268,ID:3abMrNXG0,姫乳房は木瓜じゃないぞ,2019/02/08 0:05:51
269,ID:MIYYYDhG0,不働卿って憧れるよね,2019/02/08 0:28:33
270,ID:b3Eymwku0,不労卿,2019/02/08 0:29:37
271,ID:b3Eymwku0,働かざるオーゼン,2019/02/08 1:02:43
272,ID:FRijsb/X0,ライザもオーゼンがやられた時に根絶やしにしてやるって言ってのな,2019/02/08 1:09:49
273,ID:nql5uV6q0,>>248  風の谷の～プル～シュカ～,2019/02/08 1:13:54
274,ID:IYg9fz8B0,ファプタってオーズの変身でありそう,2019/02/08 1:19:08
275,ID:9MgaFJG70,ハッピーバースデー！！！,2019/02/08 1:28:28
276,ID:f4nBMSKMp,マルルク拉致ってアビス潜ったらどこまでも追いかけてくるオーゼン,2019/02/08 1:40:25
277,ID:w2ak3nmMd,ジルオの頼み事ってほんと何なんだろ  現実的な範疇だと自身の五層立ち入り許可(オーゼン付き添い？)辺りかなと思うが,2019/02/08 2:14:55
278,ID:/3IihuAkd,汁雄は酔い潰されてオーゼンに雄汁搾り取られてるよ,2019/02/08 2:22:22
279,ID:PXfKG3d4a,Twitterでくら寿司の赤鬼寿司がミーティなの笑った,2019/02/08 2:29:56
280,ID:1cCHjghN0,ジルオも2000年周期でお祈り骸骨になるには惜しいキャラだもんな。  リコさん隊にはアビスの謎を突き止めてオースの街を1層にさせないようにして欲しいわ,2019/02/08 3:33:13
281,ID:R1DrIPs0K,縦のナットはあなた  横のボトルはわたし,2019/02/08 3:34:59
282,ID:V0Phh/+ta,朝食かい！いいね！  https://i.imgur.com/zMUqlHE.jpg,2019/02/08 5:08:47
283,ID:OFfPi/s10,>>272  ＞働かざるオーゼン   「私ゃ働いたら負けなんだよ」  「この間さ～ちょっと欠勤したら、楽しく  なってきちゃってさ。このまま休み続け  たらどうなっちゃうだろってさ」  「まったく(解雇だってさ)度し難いね～」,2019/02/08 7:03:29
284,ID:OFfPi/s10,「あの…お師様、そろそろ出勤の時間…」  「動くな(聞くな)マルルク！」,2019/02/08 7:08:30
285,ID:OFfPi/s10,「な、なんなんだ！！その右手に持ってる紙束は！」  「これかい？これは失業給付金支給通知って奴で、  かれこれ150枚は貰ったかな～長生きの秘訣だよ」  「人の事を言っておいて！自分の方がよっぽど  ダメ人間じゃないか！！！」,2019/02/08 7:30:13
286,ID:Q//Ho8Tid,>>280  見本はベラフのところでちょこんと籠に入ってるみたいで愛嬌あるんだが  実際に出て来るとボ卿の昇降機から出てきたのかって位成れ果てた造型になってて笑えない,2019/02/08 7:32:41
287,ID:2GI9gKaX0,ネギトロと出汁巻きで豪華なミーティ。  おいらのたからもの。,2019/02/08 7:44:45
288,ID:z5ZIPMa+0,寿司の成れ果て,2019/02/08 7:49:04
289,ID:+FA7BL90a,ナナチのクローンミーティへの対応がオリジナルミーティへの対応と違いすぎて違和感,2019/02/08 7:49:31
290,ID:gEyucOAm0,わずキャン△,2019/02/08 7:52:49
291,ID:Or/68ey20,ナナチに寿司食わしてやりてえ,2019/02/08 8:43:21
292,ID:rT7wt9AN0,リコさんにバラムツ食わしてやりてえ,2019/02/08 8:48:54
293,ID:uLRQWYPAp,6層到着して水飲んでたけど大丈夫なんだろうか,2019/02/08 8:53:09
294,ID:M0LGZSUI0,ナナチを駄目にするミーティ vs レグくんを度し難くするふわふわ,2019/02/08 10:09:28
295,ID:FNOrWm6m0,ミーティとレグでナナチサンド作ろう  きっとおいしいぜ,2019/02/08 11:13:09
296,ID:+JX2vaSup,アジャポカvsアジャコング   ファイ！,2019/02/08 11:13:59
297,ID:5yG/cz0h0,>>290  もう会えないと思ってた宝物にまた会えたんだぞ,2019/02/08 11:16:23
298,ID:4jl0MdYDa,>>290  かわいくなってたしな  しかたない,2019/02/08 11:17:44
299,ID:YVXV1lka0,ナナチ肉ってどんな味するんだろ  くさいラム肉みたいな感じなのかな,2019/02/08 11:25:49
300,ID:ujk3LG1Za,>>300  塩を振って焼くだけでタンドリーチキンの味になるイメージ,2019/02/08 11:29:25
301,ID:+8nvWFLGd,全身奈落シチューの臭い,2019/02/08 12:18:15
302,ID:PZh0fnD4M,>>301  乱獲されて絶滅しそう,2019/02/08 12:19:51
303,ID:uLRQWYPAp,ナナチは慣れ果てになって逃走するまで  ボッさんの手伝いしてたのかね   その間はプルシュカと会わなかったのか,2019/02/08 12:54:03
304,ID:gSb4EjsLd,ナナチ「おしさま、解体が終わりました」,2019/02/08 12:55:58
305,ID:+8nvWFLGd,ナナチをマルルクの精神隷属にしたい,2019/02/08 13:03:38
306,ID:gEyucOAm0,マルルクに俺の千人楔を打ち込みたい,2019/02/08 13:03:50
307,ID:PY64Px4n0,ナナチが握った寿司を食いたい,2019/02/08 13:18:43
308,ID:w2ak3nmMd,(とろろこんぶ巻きかな…？),2019/02/08 14:04:35
309,ID:/ak2wACId,毛まみれやぞ,2019/02/08 14:08:00
310,ID:DcPiUUTI0,>>283  新鮮な油性乳児wまんまやん  コラじゃなくて一字一句そのままならまじワズキャン,2019/02/08 14:14:34
311,ID:G7eN2eZz0,＄だしアイスルームとか冷凍紅茶とか無理矢理な日本語感,2019/02/08 14:18:07
312,ID:0kCan1nFa,更新きたよ  更新きた  更新    ラジオの,2019/02/08 15:09:35
313,ID:mMccHidm0,ナナチの毛おいしい,2019/02/08 15:19:46
314,ID:PMKf7k250,オプーンしたし！！,2019/02/08 15:53:56
315,ID:GnQ7nDMO0,>>313  なにげに助かるｗ  ありがとう,2019/02/08 16:03:09
316,ID:a+lAAhEZa,>>205  神秘卿は棺桶に自分の死体を入れてたりして  死人なら上昇負荷もなんのその,2019/02/08 17:19:01
317,ID:28QglSAca,関羽でも討ち取りに行くのかな？,2019/02/08 17:40:30
318,ID:gSb4EjsLd,ナキカバネ「更新・・・更新・・・」,2019/02/08 17:41:47
319,ID:ZzPVGZCzp,カートリッジってさ  あれ脊髄とかこう 捻って入れてるよね  ひねり入れないと開口部から鞄の底まで距離短すぎるし  側面這うように背骨逃がさないと収まらない気がする   リコが上向き苦しいの！？ってやってたの  すごくいいよね  首をグイってひねって 多分ずっと真横見てるような姿勢で  狭い所に閉じ込められて  目も耳も鼻もないから体組織の感圧だけで不安なプルシュカ  リコはどんな風にプルシュカが入ってるかちゃんと想像して気遣ってたわけで  とてもいい子だと思った,2019/02/08 18:33:52
320,ID:uLRQWYPAp,脳みそは残ってるんだっけ,2019/02/08 18:35:37
321,ID:ZbAQ2WY4d,脊柱も取り除いてるだろあれ,2019/02/08 18:43:09
322,ID:nz4leoJxa,脳と心臓と肺と肝臓とその間の接続だけが維持されてると聞いたような,2019/02/08 18:45:03
323,ID:fpnDfUgfp,脳と背骨の一部と必要最低限の臓器、だろ  誰か人体解剖詳しいニキがいればな,2019/02/08 19:03:19
324,ID:xtBR2/ZKa,横隔膜ないと呼吸できないだろ…,2019/02/08 19:04:35
325,ID:uNg7XZWrM,ナナチ呼んできて解説してもらおう,2019/02/08 19:07:33
326,ID:kMMZVv0A0,>>325  酸素と栄養がバランスよく供給されてたら別に肺も横隔膜も不要だろ,2019/02/08 19:10:27
327,ID:TxySxtnea,肝臓があれば数日間の栄養は持つかな？  あと課題は酸素取り入れの為の呼吸と血液循環をどうするかと  神経系のショック死をどう防ぐかだな,2019/02/08 19:10:35
328,ID:ZbAQ2WY4d,医療技術だけ現代の数世代先に進んでるからな  遺物だけじゃ説明つかない,2019/02/08 19:13:43
329,ID:/o2qr4ly0,多分脳と脊髄が必須かつ、この2つに血が通うようにしなきゃいけない   すると心臓が必須になる、心臓がないと数秒ももたない  肺がないと3分程度で酸素が不足するから肺もいる  腎臓は多分なくても1～3日は持つと思う  肝臓がないと糖が短時間で枯渇するしアンモニアが貯まる   脊髄と脊柱（背骨）は違うからな  脊髄は脊柱から取り除いてしまえば、曲げてあのケースには入れておけそう  脳が入るのかっていう気もするが、脳は柔らかくて少し小さめの容器にも入る  （あまりつぶしすぎると機能が損なわれるが）   現代の技術でも人工心肺装置はある（クソでかいが）  ボ卿が肺は邪魔だからと小型人工心肺を開発or同梱した可能性は？  横隔膜は呼吸に必要なのはそうだが、これも彼が機械で置き換えているかもしれない   ただ作中では、ナナチは人工臓器的なものを使っているとは言ってない,2019/02/08 19:21:58
330,ID:wwD9RnSUM,>>317  ありえる,2019/02/08 19:27:18
331,ID:ZbAQ2WY4d,干渉機が金属で出来たロボットでなく  培養したタンパク質素子で構成されてるならその技術応用してるかも,2019/02/08 19:33:28
332,ID:gysyMotva,>>330  すんごいな。解剖生理勉強中なんだが全然分からんかったわ。,2019/02/08 19:34:26
333,ID:fpnDfUgfp,肉粘土とかいう欠損部位の補填に使えそうな遺物使ってそう,2019/02/08 19:34:57
334,ID:cpyXT8AHp,あのパーツで生体を数日間生かしてるボ卿天才じゃね,2019/02/08 19:43:46
335,ID:FzGnWIEA0,つくし卿たまにvrchatにも降臨してるのか,2019/02/08 19:56:10
336,ID:7VLViZd4d,単独での保管運用を度外視すれば、ほとんどの臓器はカートリッジ使用者の臓器で肩代わりさせれば効率的なんじゃない(ボ並感,2019/02/08 20:43:04
337,ID:JktPfTi8d,>>330  腎臓もないと血液濃度調整出来なくなるからすぐ血管詰まっちゃいそう   空気を生む遺物とかあるから、応用して人口心肺的なのはあるかもしれないね,2019/02/08 21:02:20
338,ID:OzzZ1aHZa,便秘卿,2019/02/08 21:12:07
339,ID:ru19PbGIa,カートリッジになった子供と同じ血液型なら装着者の動脈と静脈に接続して  心肺機能を肩代わりする事は出来ないかな下手すりゃ装着者も死んじゃうけど,2019/02/08 21:20:54
340,ID:GnQ7nDMO0,>>340  カートリッジ内の内臓は、カートリッジ内の脳みそを生かす為のものなのに  それをこっちに使っちゃったら、カートリッジ内の脳が駄目になって内臓も駄目になるでしょ,2019/02/08 21:26:21
341,ID:OFfPi/s10,ここは解剖学理論のスレと成り果てたました。  医学受験生も必読ですよ、そしてその価値を  近所の子◯たちで実証する先駆者となるのです。  ああ、実に素晴らしいですね。,2019/02/08 21:37:13
342,ID:OFfPi/s10,間違えないで下さい！子「魚」ですからね  (いや本当に…ね…),2019/02/08 21:44:11
343,ID:ru19PbGIa,>>341  カートリッジの脳を装着者の肺と心臓で生かすんだよ  小さな脳が加わっただけなら血流的には維持できそう,2019/02/08 21:49:33
344,ID:D6nZB/b+0,こざかなは小魚だぞ  語るに落ちたな,2019/02/08 21:50:13
345,ID:6aVOPyxj0,>>340  何そのマッドマックス怒りのデス・ロードの人間輸血,2019/02/08 21:53:17
346,ID:NB87yg4Wa,ん？ 小女子の話？,2019/02/08 22:13:23
347,ID:fpnDfUgfp,ブラックジャックで見たぞ  おんぶしながらひとつの内臓を共有する話,2019/02/08 22:21:18
348,ID:ZzPVGZCzp,パイロットが筋を通して自爆するやつだな  アビスにはわざわざ自殺する奴は居なそう,2019/02/08 22:36:58
349,ID:Ewa9fQM30,アビスの呪いはどこに左右されるんだろう？  脳に作用されるなら、出産間近の妊婦が呪いを受けたらどうなってしまうんだろうか   魂に作用するなら、脳死状態の人間には作用しないのかしら,2019/02/08 22:38:33
